.model_id,.model_desc,.type,id,mae,mape,mase,smape,rmse,rsq
9,"SEASONAL DECOMP: ETS(A,N,N)",Test,Nuclear Electric Power Production,0.28903723476553866,40.20275480293121,1.8446903651992501,30.283440962114085,0.3756751565283806,0.29507764282351284
13,"ARIMA(4,0,1)(0,0,1)[12] WITH NON-ZERO MEAN W/ XGBOOST ERRORS",Test,Coal Production,0.3245088776397526,28.46644657955006,1.4873909892327895,25.545577030007976,0.379355141959113,0.2195650172385245
13,"ARIMA(4,0,1)(0,0,1)[12] WITH NON-ZERO MEAN W/ XGBOOST ERRORS",Test,Biomass Energy Production,0.3336710719837874,62.592502765012995,3.866285999097772,82.74745901000664,0.38129504722191654,0.042171711289639015
14,RECURSIVE XGBOOST,Test,Coal Production,0.3368369307578405,29.70456907494506,1.5438967934992083,24.58719335014587,0.3842819695537099,0.842737000790083
17,RECURSIVE LIGHTGBM,Test,Coal Production,0.3409091084033568,29.833919686600264,1.5625616768162685,24.730578000691626,0.38824998130196803,0.8471601392253714
10,"ARIMA(2,0,1)(1,0,0)[12] WITH NON-ZERO MEAN",Test,Natural Gas Plant Liquids Production,0.34526260948249876,58.00650453817142,3.122921609241328,42.42907280072522,0.38937334254737643,0.0029132055886774977
14,RECURSIVE XGBOOST,Test,Natural Gas (Dry) Production,0.34131404566001894,10.001274507100193,0.6051696866998688,9.436328300402002,0.4004392150612815,0.9099570882871973
8,"TBATS(0.062, {1,4}, 0.964, {<12,2>})",Test,Nuclear Electric Power Production,0.29479820898853476,28.566434560558,1.8814579936051292,36.123837290685465,0.40436565944606706,0.05520311703318516
21,RANDOMFOREST,Test,Coal Production,0.3738441806991379,32.02528087424316,1.7135200423277896,26.378044383719857,0.4260411397099962,0.8407645648238569
22,RECURSIVE RANDOMFOREST,Test,Natural Gas (Dry) Production,0.3390256979871579,9.226079532460165,0.6011123129648743,8.791614088535106,0.4268999525099464,0.8772747751392111
13,"ARIMA(4,0,1)(0,0,1)[12] WITH NON-ZERO MEAN W/ XGBOOST ERRORS",Test,Hydroelectric Power Production,0.4132316702445886,177.55274232584637,7.935476730524177,93.90215706952091,0.43142566878301214,0.1401147083340727
20,RECURSIVE RANDOMFOREST,Test,Coal Production,0.38224010111398005,33.705529223415745,1.7520028612330252,27.33267176593685,0.43237629848514125,0.8205760491696986
19,RECURSIVE LIGHTGBM,Test,Coal Production,0.39241760412111626,34.70322861995213,1.7986515889220998,28.136578040070887,0.43631117315405465,0.8295264586476633
18,LIGHTGBM,Test,Coal Production,0.39590050872756793,34.331410407521,1.8146155310048941,28.02951296212259,0.4418313953836669,0.8393574343734593
22,RECURSIVE RANDOMFOREST,Test,Coal Production,0.3907294555067747,33.94727047220411,1.79091393608585,27.602122805164512,0.4432519215945611,0.825050191579599
16,RECURSIVE XGBOOST,Test,Coal Production,0.4069973583844503,35.99554324284902,1.8654780969493638,29.013223755132174,0.4525514255563448,0.8180034671787816
26,LIGHTGBM,Test,Natural Gas (Dry) Production,0.40388620457909014,13.308381090743993,0.7161137696952332,12.224561091065537,0.45284568217833954,0.9950470577698803
